400	hsa-miR-548at-5p	26670097,29986767
401	hsa-miR-574-5p	29986767,33800495,35111747
402	hsa-miR-626	23938262,29986767,33642281
403	hsa-miR-6791-5p	29986767,34536521
404	hsa-miR-6895-5p	29986767,34536521
405	hsa-miR-691	23771700
406	hsa-miR-695	23771700
407	hsa-miR-697	23771700
408	hsa-miR-7-1-3p	19628698,23281385,29986767
409	hsa-miR-7-2-3p	17761882,19628698,23281385,29986767
410	hsa-miR-7-3	17761882,19628698,23281385
411	hsa-miR-7-5p	19628698,25071443,25232110,25465742,25814668,27003614,27158385,28986288,29986767,30267378,31799764,33421490
412	hsa-miR-761	23771700,29986767
413	hsa-miR-873-3p	26497684,29986767,32724496
414	hsa-miR-874-3p	23771700,29986767,32733234
415	hsa-miR-874-5p	23771700,29986767,33013268
416	hsa-miR-9-1	17761882
417	hsa-miR-9-3p	23938262,25465742,29631008,29935433,29986767,30359694
418	hsa-miR-9-5p	25465742,29986767
419	hsa-miR-92b-3p	23717260,23771700,29986767,33748099
420	hsa-miR-942-5p	29986767,34607512
421	hsa-miR-99a-3p	17761882,29986767
422	hsa-mir-143	34327050
423	hsa-mir-20a	34327050
424	hsa-mir-210	34327050
425	hsa_circDLGAP4_001	31761328
426	hsa_circSLC8A1_001	32715657
427	l1pa16	27021022
428	lincRNA-SFMBT2	27021022
429	lnc-MALAT1	33042470
430	lnc-MKRN2-42:1	31814304
431	lncRNA-T199678	33328976
432	snaR	27021022
