gene	PMID_PMCID	evidence
ENSG00000179218	29346364,26361352,18384645,15585578,14615039,18571301,24860980,20666516,35258800	PubChem
ENSG00000179295	23328768,11954667,23469842,26898243	PubChem
ENSG00000179348	25630869	miRTex
ENSG00000179603	19525404,17602546,15761115,18336281,25146900,24713472,20735415,17581957,22554564,22306345	PubChem
ENSG00000179921	22220592,31340557,27651149,24117106,25862943,28289782,25650117,34361094,21907219,21907906,18022243,20123551,31843475,35104500,22419835,18537675,19539597,32691218,22957857,24105074,20583985,33836279,33567615,35566035,22816965,26796668,20849206,22506633,22554564,19942481,35257795,31098808,15217328,31229177	PubChem
ENSG00000180176	9592104,18355318,7913740,14622169,17319280,30018702,9613851,29260454,31218647,31603207,30120245,28123558,28887039,18085726,9399211,12171477,28096185,17222562,8689028,15484694,17028430,29626798,32402936,30540174,31005056,27228307,29198609,23810671,11442353,21291297,31928877,15380000,34635136,17592014,22842585,22535492,12428733,22768297,23365218,17100850,17652604,26164566,30966861,14622207,22919059,23721786,10660577,33716020,33925146,23639798,32423817,22266335,35273283,34732185,32796885,29383690,16988046,21752258,26332770,15522889,15474354,25195598,31655049,30966771,32526245,20039949,26215528,33257649,33261640,29698669,23940672,30155515,11535810,34830414,27253404,34238765,27534533,25863279,22079984,22922220,20428961,34736417,18579122,21820432,31455763,28348207,33991560,21531044,26385576,15710490,25406165,17561816,29315562,18926883,17368433,18973551,28746897,20302395,17188882,16243425,19345186,18201550,8551328,17291494,16741229,23714208,20676377,23300642,16981894,30389496,17376993,15584912,27228974,16030137,19118601,29198021,18178617,23737134,21338582,17273802,11943812,16731528,15499605,31940231,15193287,18398426,23291291,17498648,18258746,28041945,16338639,21376255,19337030,15710413,33309753,16643317,33402057,26583134,32154672,15744773,25462571,27044752,20809526,30121937,19703902,11472242,14651989,16252282,17985144,22583432,21656370,28637871,32697044,31750928,19948168,23271007,10543618,16021468,14965331,35511227,26746706,15026116,28716706,33864663,17184956,31087449,30949504,17034791,21831964,27651149,29940207,26041738,24747358,26740650,35158021,27467571,26657418,19906954,17611540,26872221,30452424,15009635,29906474,27539857,21951066,32808542,21615675,28151476,29941946,21784415,15781060,31852909,22820144,18472226,15987955,31661838,22384032,20846243,18082966,33571110,27528608,16388913,30680924,8941353,25128026,23536230,33062722,15175251,22891246,22915735,29367610,27650074,9042576,7969910,15790531,18235988,19861252,21174803,26852701,22766071,28268219,16037097,32001620,19218114,21301897,29176874,14523625,14561922,23744073,35638297,22112368,21562748,18713855,28427412,21593433,28338241,21236244,9853519,19748892,19756365,21376343,18289173,15684695,17309880,33413679,18482714,26599339,22815976,26045742,17713852,29589201,25248378,14678778,19505538,22762252,20553223,20561938,32893191,18980715,23868341,17203472,18778785,30550933,21310263,21323909,21071351,16584838,23079635,2573072,21277943,21296669,20037632,23321789,21514317,17234579,18818210,17112516,21970803,30056575,18639597,20224926,25172664,15857400,27164043,26497033,7518394,34502283,34884422,31039425,24218591,25823231,22227454,31997152,17526019,15189334,25567480,25825522,21983691,19594327,29566083,17270157,22664331,34412704,10072302,19520064,32246801,21782946,19750538,22131425,16356647,26056851,28038352,26836768,17596374,25193021,16221852,29197979,21276773,22923348,35628462,23500093,18643794,33057926,21586296,10564358,19508691,26123485,26028469,21816512,32972446,15075439,31187328,27426254,12673835,22821000,25796563,20356833,21989292,23853428,35246557,31658060,15950611,16273081,34420933,33734697,27840922,23145024,26363812,17457889,19027004,18388307,31289257,21166807,25904808,23479178,26254549,18314273,20626561,18238900,16882005,16909002,16876957,20079841,24169105,26777664,15935064,17643430,19695701,19703168,22714400,22342763,21291984,22942730,18279311,30195017,15140182,17116232,20232137,21865882,21871541,17480015,23270858,21376018,34719508,31119595,20544825,18982104,27224303,19235891,32308102,31078578,18436867,31310388,23717608,16779671,31234228,21901155,23643664,17883413,25447324,17681692,15882845,16573651,21212098,12496759,16320253,19526281,17005870,23457458,23028833,35093118,19152986,24121116,16896314,21461961,21488084,17376994,18691653,15576511,28920936,17708336,12716427,12716914,19361478,16611810,35260194,21272100,25232110,17055279,17460754,17465029,31267130,21600984,22568433,28928221,22779732,9786216,11822887,16889771,20937256,30599154,20600915,15569255,30103794,16006012,11442360,22719003,17520785,19110059,12498958,11359883,14993216,28239983,23159314,35630630,20420875,12009758,23290934,28148299,29378186,32961227,29843233,24374372,31982500,33823877,28526446,29386392,14680807,24324558,18164283,19800394,31083672,19641128,28025049,16051392,29349573,15585408,33534843,28622392,25000966,22534020,26169757,22710069,18634852,18373560,16553632,32715838,15698637,20097273,20882064,22483307,24116178,33494069,25355420,18438911,20026090,18514411,17006656,18576208,15081599,20964710,22510520,12297263,21900507,28807675,20027219,22480,15275831,21736911,16862591,19144844,14637122,7827329,27956121,16515773,16519673,18809471,12244077,17481921,1355366,18816792,20424305,17471553,17581257,19738328,8844522,22285253,24586273,19659571,20484642,7950966,1999230,17574972,15191165,9822152,34973289,24361617,7902865,9578138,35460433,9464656,8247275,14689453,9460746,15567160,19429044,19412574,8522992,14673496,31887307,21029459,25404088,25406035,25408589,25424428,25446361,25446674,25446762,25446857,25449863,25450660,25452126,32658590,32663840,25488013,25491263,3259295,32618039,32619030,25431070,32629028,32632573,32640966,32652176,32542919,32556930,8101411,8101444,8103078,8103556,8105420,8106113,8093579,8096426,8096625,8097267,8097279,8097475,8098254,8052659,8643444,8665079,8699255,8699878,8700866,8635567,29090810,9668670,9171157,9171161,9174065,9174245,8640565,9117541,9117542,9126152,9126154,9126172,9128393,9134983,9135089,9153652,9157311,9157319,9660103,9247090,9247319,9182249,9184114,9191076,9219856,9219959,9224835,25892702,9665607,9670997,9671969,9686001,9694233,25929279,25838118,15779234,15787691,15789427,15790534,15790535,15790537,15790539,25909873,25929185,25929569,15912513,15913845,15922062,15925285,15926926,15929553,15929554,15933869,15869484,15878150,15881421,15882945,15890007,15890009,15890010,15816872,15837565,15846787,15850334,33145730,33182332,33188898,33189953,15893426,15901053,15906381,33232743,33242639,33242795,33246026,33247801,15869477,15869947,15872020,16190885,16197521,16246330,23068419,23073839,23083629,23085081,23092448,22996751,23000099,18372079,34582634,27329107,27329163,34615910,34637165,34666128,34638697,34708635,25025041,25069193,32004718,32016817,31539561,19841471,19844780,19862688,32001239,31970698,7531106,7532827,7546938,8815886,8819134,8822146,9305812,20951784,20957419,33315369,20931248,20857516,21050138,21790809,21798348,21798732,28012853,9530933,14518547,20965169,23821591,30471165,28782388,23121049,17475405,22259026,22218995,22358086,22366325,22265874,12835121,12865158,17471587,17481811,17482356,17490790,17493052,17493592,1349211,1350074,1350320,1350379,1352654,1355653,1355744,1359575,24788190,31878950,31819070,31827703,31892244,6849120,15159144,31658620,31705299,31721049,31740757,31750820,31754998,31666073,31669235,31682992,31691583,15354384,15355316,15530876,15530885,15540952,15460397,15464216,15473914,25791066,25764516,25766755,15500713,15503194,15518897,15520528,10767056,10768370,10785444,10790856,10790888,10792454,10817604,10825495,10830421,10686072,10692500,26613166,10865059,10877666,10877911,10877918,10877932,26686287,26650045,26658949,26558463,26558894,26562783,26537816,26879220,26894890,26896611,16485290,16488175,26809317,26817205,26826319,26827716,26829122,11334998,11303744,11312556,11312569,16500697,16504275,28279081,28283350,28287593,28292328,28299414,28303260,28247332,28249117,28258522,28273465,28238669,28243821,28196514,28199883,19349823,29481521,23911879,19859963,22353754,22334051,20394532,19947946,14975583,9453568,26968403,10350637,8750970,12832530,16906336,17706789,9523558,7912404,7912699,9622240,12808200,19698780,14653943,9601674,8499605,9838177,8730801,24769320,1977925,35076224,15191162,1356749,1358925,32449271,26999333,9613721,12808505,22483314,19683335,26991235,31796305,12846972,9449429,22330803,20136692,24525820,17443702,19410664,31778768,11128607,15022260,23532969,35672374,18404452,20977765,21766003,23734727,15342103,15347210,9952406,20074377,20079141,20079158,9926859,9886783,15307145,15313025,15319363,15322379,15327754,15698634,15698888,15706233,15707778,15715675,15716405,15717064,15755670,15769073,32946211,26101828,26108182,26118717,26119304,26055970,26065381,26164453,26067595,26073293,26081143,26090233,26141638,26141845,26146528,26153521,26156429,2614476,16180225,16181415,16182609,16118017,16123386,16126913,33098048,33021954,33023066,33049346,16324109,16325002,16135081,16140285,16343695,16344326,16111820,16112112,16112329,16157030,16159673,16165292,1613493,1613515,10077975,10078618,10079965,16412097,16412990,16415089,16423459,16298737,16301571,16303147,16310404,10082895,25655214,25665403,25666429,25678053,25680233,10023444,10025424,25626558,25632569,10036286,10091611,10095006,10097166,10101608,26006268,26006269,26026785,26041662,25640758,25644418,25650697,25702135,2567196,2568945,2569985,2570467,2570794,2571515,32932183,32886865,32906170,32925933,32926778,25994923,25999268,26000813,25943481,25952075,25968939,32842556,32846198,32865327,2113756,21107440,21111775,21115966,21073741,21074144,21074844,32912107,32825046,32926630,32787765,32800853,32803628,21141541,21145947,21147074,21151450,21172413,21179455,21180124,21185368,21185834,21092260,21093964,21056612,21061154,21212524,11161602,11164771,11165868,11168568,11170221,11170726,11170732,11172767,11180504,11181904,11205140,11207419,11226675,11287065,11292446,11294468,11294472,11295768,11259496,11279270,11279282,11236066,11241387,27488420,27491309,27508995,27514753,11423078,11424954,11430895,11436352,11375751,20360361,20360614,20368163,20370487,20374418,27477243,20383714,20388119,27558074,27563865,27578012,27544365,10486174,10457397,10461926,10462075,20333481,20347863,16084732,16099997,16037947,16039006,16045485,16046065,16049934,16075188,10478724,10435498,21362449,21364887,21375482,21380845,21394212,16015598,16023291,16024255,21320474,21408191,21333707,21333719,21335067,34357552,34189904,34342104,27132082,27142118,27142317,27147976,27151187,27171858,27173342,34463828,34470083,34436745,34531546,34542745,34519330,34351001,34181930,34184261,34229013,34258929,34289654,34182056,34229355,34274890,34299000,34196669,34302886,34502404,34415495,34417872,34391769,21920445,34390968,34453989,34394837,34478828,21971528,21978970,21979424,21929871,21936877,21856379,21871902,21899552,21903118,21906664,22008908,22081626,22082767,22085607,22089932,22093938,21941841,21943517,21953489,21955729,22037042,22038525,22781654,22796104,2271921,22743193,22759267,22763967,22766137,22714832,22723079,22727039,12429191,12429209,12429210,12444598,12445688,12451130,12460610,12468044,12480089,12480178,18005097,18021294,18022268,29266208,29270919,29271291,29286148,29294239,29239973,29240240,29241205,29217173,29174294,29208364,18030609,18032633,18076869,18079166,18080333,17973898,17973981,17982884,17982886,17993752,17995935,23562769,23563022,23573240,18088356,18093176,2360804,18035349,18036147,18037221,18054104,18061591,18063054,18064905,23594934,30080647,30083784,30113007,30118749,30129004,30171422,30179419,30187283,30188909,23531041,23535049,23537934,23539311,23557600,23558233,489,30144349,30159851,30161282,18756520,18761383,18674531,18680743,18695057,18702728,18702732,15561470,15565866,15567338,15567992,15572274,15579641,15582106,15619541,15589511,15589515,15589697,18714822,18728639,18668149,18671880,18672063,20509103,20531393,20540993,20542126,20542127,20546706,20556443,20563702,20566832,20570658,20497720,15614791,26393431,26409043,26321151,26323504,26331294,26295827,26302060,26364587,22462019,20114039,20127761,9391156,29377238,29936883,31430510,35014986,15099023,9636206,34153844,9001706,16908976,22539619,30615919,28553166,7912984,28726961,17092485,31658061,20851167,27340670,17509817,30421460,14607315,19794909,30668212,19881299,12495785,12377373,26730494,23958447,15182952,23279934,24858133,29854828,21782850,26648392,34107997,30009467,30898681,22384125,10215908,20034453,17142832,19245367,25602957,33282962,12895454,12898610,12911755,12915073,18328479,18328580,18329008,18334769,18340525,18342862,18343932,18385323,18402684,18357527,18358608,18363034,35039876,16546169,9347943,9359593,19653878,17442816,12573054,12498780,12504867,12504872,12371646,12373523,12373866,12375063,12385818,12387363,12390523,12392201,23423933,23431380,25043598,26628402,29866613,27731637,17803225,17803521,30690108,30692871,21839812,15353217,15353237,21789890,21804220,25064079,25065637,26648012,16533572,16543240,21375014,23178948,23197853,28082123,28104279,31185705,11331381,17722033,20945350,20955797,29107062,30641120,22155743,26996132,26996233,27017962,12828940,17565007,30497067,32012897,17420097,23894418,23906010,7473878,15277042,16898164,16908021,21731080,25009993,26593210,28284752,29847337,29847340,29849878,31374106,30693687,17706885,17706922,28005447,28006954,22546197,28025041,27396907,29069652,29079063,10761657,26857226,27613848,27614126,27616549,27617772,27619838,34673725,33342412,33345721,15240412,21685323,21692295,21705423,31336718,31349553,22198020,22198503,22201550,23861803,17678648,25777539,30582934,10700609,30009921,31562917,10817582,18780970,20406327,20411778,20411784,22434142,12809709,22359591,16553799,20828611,22483308,22483311,25747493,16480889,16481374,16490285,19703534,34560239,22446746,34619140,17507552,17509229,19101524,19111525,23998987,25602507,31958096,16564034,16573658,19796495,27915043,10877922,11353855,11356877,11359871,30669767,18845194,19834380,27938488,27956238,27986376,16456927,16464239,1975765,28238714,16519665,31707034,23147695,24768159,31153914,35701117,35699744,35834631,35730438,33279658,8833765,22285756,23209637,23921422,24845869,31220524,31232472,23938314,23938762,23939256,23939260,33359641,18808450,18816795,18817851,18817852,20415529,20428081,26901822,31677610,1687823,28827046,10739641,30055549,34644736,33426708,29960635,29966203,15447661,26740407,30001633,31516042,31535395,22309831,23973520,28849056,31910209,2879605,15191803,28190476,28213070,15157991,31251998,15305030,21748776,23790897,23791614,23800665,23811724,23727219,12953267,12954531,12957824,12973933,10341266,1892359,24625574,30905782,30922214,30924171,30978489,23740450,23747572,23751361,23764428,23764500,23776585,23714698,16392036,16392122,16623833,22580273,17656644,17659087,22583428,22583429,22583430,22583431,22583447,22622825,30155513,30820889,30822717,30825442,30834264,30851189,30790609,30798073,30758090,30758814,30728466,30739037,30739038,30741689,12668152,12676374,12678688,12686372,12691607,12542662,12557414,30573341,30463061,30529726,30556245,30501635,30509033,6141701,6320589,24781752,24824717,24833602,14736508,19428783,19428787,19370411,7867755,7867756,7881757,32410106,32471263,8527000,9488505,9423934,9452826,9479058,9552174,9561558,1407276,1397173,31852959,31869719,31872915,14637121,14645494,14645986,14709785,30356861,32884840,363400,12902309,18325635,18332041,24508709,29363729,29378222,30898986,30905662,30914252,30918068,32466610,34817756,19385059,19389387,19399891,19399899,19406036,22627004,35353275,35016506,24635117,29490425,29506601,29509717,15081588,15084446,15105275,19913065,19924288,17301686,31777103,30339310,32387710,20933577,29577226,17156378,23652161,14690537,24384139,30266672,20067021,31839669,17660384,17616935,23686841,9607420,9628761,34768962,17633522,19245661,24567299,24583079,29428213,29433359,30959125,35054997,14664908,24362016,25369767,9585350,30413118,30419255,29391788,9349551,16388760,19356598,22617635,15638712,27484986,16598703,29543651,29562865,29567422,30930179,30930291,23738148,32479847,32495646,32497590,8938733,20035793,20041858,23010385,24604006,24607817,24613722,24613977,29452071,29462643,29462693,15059517,15066146,19900418,29628303,35439855,23768098,25373844,25399812,35104500,15126112,19941911,23707247,30354840,17135412,30368914,31885725,31893437,23747860,35090325,12235825,34811884,1382801,29419747,34987572,12133510,20129936,27430912,27442690,27395789,27413109,27389777,27322960,11358437,11358446,28787702,28798236,35781030,35852604,35742813,35792194,35732866,35791824,35752080,29859873,29862623,29934756,29885340,29054324,29057453,29076060,29037828,29039078,29039448,29133763,29136779,2904793,29895494,29907159,29909247,29954586,18806951,18819875,19159682,1915723,19150447,31606407,31542295,31552591,31525350,31529335,15271249,19785036,19788394,19802627,1981276,1981488,1981946,1982243,7516500,7523178,9266429,9270064,9270071,9275495,9334725,8829000,8836983,8842399,8842409,8845169,8845948,8854892,21819568,33387573,33410082,33338634,33350241,33354763,33432492,33281897,33287470,33433781,33441545,28091566,28093210,28097465,27919828,28122575,17691299,17714448,17714494,17676428,17683796,17762705,17690729,14597011,14599485,14599663,31760102,31653343,31654086,14618104,14618679,14622122,14622177,14622919,14623137,14630699,14555407,14556942,14559146,14566406,14566408,16566823,22720191,33213296,33220427,33121350,33123315,33753063,33684546,33687725,33648289,33649797,33652595,33623004,33657079,16237536,33739810,16697115,16698121,16703672,16704878,16708545,16712819,16713109,16719047,16702228,16725203,16730826,16736245,16741673,16749908,33723752,33634378,33656625,33666819,33757554,16762325,16763020,16766027,16999940,27871905,27876560,27882828,27798097,27808353,27763504,27771535,27771902,27785944,27789382,27842305,27844282,17008017,16949343,16949674,16978060,11835448,11850061,16973296,1694418,16930735,16940767,12093102,12065640,11787621,11793162,11793337,11793852,11796755,11807834,11818560,17336273,17357485,17359968,17363174,17374405,12036514,12075985,28858601,28937602,29028815,29032054,28918943,28919537,28991675,2891784,2893993,17913302,17914186,17919665,17920944,17923380,17931705,17879265,17880941,17890097,17896794,17900761,17906859,17848208,17850771,17853434,17854844,17868147,17868150,17869432,12787846,12796814,18313315,18313645,18242592,18242750,18248323,18476428,18485464,18457816,18460208,18264713,18272152,18273710,18278798,18545225,18554088,18554807,18555604,18561325,18565681,18571649,18573265,18492290,18500385,18500758,18412632,18418254,18418735,18420351,18423776,18425568,18430361,18438936,18442129,18406059,1361575,18507839,18513164,18513704,18522241,18522903,18528630,24161480,24190811,24196024,24200537,24161279,1363050,24287905,24289537,24291725,24296154,24297323,24169803,24173616,24175569,24311700,24316474,24323403,24333323,24254220,24256571,24267638,19318502,19326433,19327378,19332307,19345133,19525899,19526289,19609632,19615192,19534719,19476553,19489498,19490092,19498271,19499701,19442875,19450058,19450656,19457068,19457100,19457163,2517047,25095380,25108167,19545547,19545563,19549006,19549545,19559687,19559725,25176090,25085990,19582534,19596403,32142862,32147576,32124387,25118903,25120226,25123753,25127682,25133405,7564669,32715318,32733637,32735872,32738267,32668263,32678959,32084576,32088201,32058042,32060784,32196446,32200530,32745769,32763288,32771055,32771675,7583312,7595527,7595558,7595666,7600187,7600188,7613632,7620287,7970192,8590062,8556325,8559262,8566202,8573622,8613865,8614567,20195526,20197696,20219442,20169465,20169778,20174647,20176003,20177706,20184101,20186864,20188092,20227465,20230279,10575026,10580713,15684568,15694918,15626823,15627486,15629092,15635186,15642598,15651304,15655260,15658100,15659115,15659429,15673656,15681811,10616914,10619556,10624794,10514095,10518586,10530506,10543426,10549795,10564366,26233727,26239001,26242194,26253900,10637445,10639681,10644014,10646524,10648443,10650144,10658618,10661862,21234736,21255635,21258896,21262257,21265705,21300132,26187689,26188143,26276080,26284527,26290125,26291828,26292069,26209716,26210618,26211726,26212581,26222283,21527781,21536104,21304945,21310168,21310234,21276430,21294958,27260166,27286696,27231974,27233809,27235980,27251371,27296520,27306571,27313094,27317298,27320210,27194433,27194825,27211874,21517852,21570391,11472876,11476598,11494363,11459877,11462789,11462792,11463477,27213506,11504786,11553681,11557097,11564425,11578843,11509954,11514985,11515744,11515746,11517273,11520124,11532994,11604249,11606639,1704416,17076657,11679088,11681844,11891664,11897115,11902121,17017556,17027782,17030735,17047462,17053993,17064552,17067291,17067292,17173870,17196181,17196871,17196944,11860702,11882372,11917105,11922664,11923443,12145527,12150782,12153485,12165403,12176170,12101038,12106613,12106697,17241285,17218051,17222932,17225001,17229089,17234989,12111461,22902616,22912680,22971544,22957701,22975516,22978383,2295921,22930493,22940424,22940761,22941241,22941283,22981157,12117601,12127150,12579817,12579836,12600724,12601150,12604665,12605893,12614325,12618122,12634413,12639719,12641743,22985856,18579341,18581481,18155613,18157467,18224307,18232327,18173149,18194213,18196934,18197244,18201835,18204968,18219254,18606547,24054137,24054140,24059307,24059309,24059322,24070629,24076099,18609296,18612814,18642641,18649394,18652826,18661552,18662333,18665911,24102195,24036210,24108425,24117434,14499199,24657313,24726706,24740429,24743698,24747357,24750443,24660866,24661728,14552882,24948472,24956561,24680743,24709676,24720843,24930088,24933592,24939444,24890790,24909656,25185585,25218963,25219971,24910244,24912031,24875175,32321590,32321640,32326015,32333925,32286126,32289694,32292068,32303175,32203581,32206840,25227224,25230230,25499799,25504429,7650755,25592335,25591959,2557795,25537852,25575680,7720819,7720826,7720827,7728327,7669103,7687960,7695230,7703427,7704619,7706439,9787089,9805207,7743186,7784896,9765130,9772539,9739108,9741396,9741481,9746907,9747462,9753113,9754325,10366015,10366680,10374497,10374498,10379826,20629191,20633628,20583901,10386956,10422881,10424693,10426539,10428073,10392841,10402270,20594414,20599807,20600314,20798247,20807515,20808797,20735429,20708045,20732313,20637754,20643196,20649011,20649842,20665698,15949131,15950322,15958304,15968457,15970626,15987937,16000163,16000637,15934949,15935208,15936733,15936837,15939479,10925142,10930548,10940946,10945765,10955676,10958525,10964482,10968218,10971632,10971644,10980489,11009183,11036157,10991662,10996459,11054705,11068137,11071705,33977069,33991113,33902532,11138845,11144954,11102464,11105391,11113642,11122363,11124998,11086288,33900518,34092198,34098381,34105899,33905875,33920157,34114396,33971246,33940943,33953275,33965411,33992806,33891271,33538000,33543924,26510988,26514557,26522450,26431624,26440859,26443316,26477573,26477638,26498265,26451750,26455404,26462663,21473106,21473798,33507465,33514677,33578261,33596936,33482307,33505591,33454870,33459114,33523018,33549656,21414385,21419185,21651332,21664855,21669041,21669281,21494012,21624436,21624440,16819980,16822882,1679369,1680303,1681782,1681983,1683212,1684519,16788821,16797138,21640165,21644813,21647710,21605582,11726811,11730701,11734360,11742717,11752102,11716151,16806115,16806124,16806173,16806586,16810683,16780819,11716560,35534594,35566180,35584940,35562624,35533351,35606853,35625589,35584709,35654119,35569565,35618982,35608987,35635679,35527562,35660723,28321769,28332824,28377118,28389404,28390876,28357809,28363801,28369799,35545591,35532872,28401906,28403913,28407359,28707266,28585189,28631864,28637176,28661099,28598268,28616718,28619286,22885234,22809528,22810218,28711564,28763878,28767194,28666800,28673122,2872639,23018122,23028885,23031199,23040108,23041759,23044176,22815935,22834832,22842018,23046563,22850559,22874009,22877852,12950443,12927603,12932857,12944527,12880486,14568136,19005754,19006193,19007862,19014385,19026686,19046410,19077145,19079535,15372504,15384065,6594030,10701488,10719076,2575832,2576527,10682712,26835846,26838361,26839468,26852411,26859816,26758813,26777890,26794326,26872440,26718607,26762168,26765842,22135908,22136399,22138155,22138428,22149216,22166418,22178201,22182636,22201039,22205146,34579880,29158176,28875428,28877690,28840516,28807678,28821831,28840482,28844784,28861768,28864907,28866799,2884110,2886180,2887034,31338635,19104914,19107867,31297865,31325585,3135618,31270675,31243443,7498403,15247536,15262263,20862500,20884324,20854799,20424905,20431930,17583436,17586681,17534949,17515828,23446007,23462281,23462874,30073506,30075243,30076580,30017231,30013201,30209317,30056439,23504289,30690135,30644041,30693689,30607904,30612307,30673988,30677495,30678325,31418048,31463866,31472854,31478124,31422567,31445131,3145209,10335493,10338283,7904332,7907217,7907775,7908789,7912027,7914399,7915238,7936201,16582933,22404342,22485158,22426839,19626387,19629612,6121770,6125563,6146085,6147127,19631714,19636538,19680807,19685015,19686204,19686242,19665499,8469305,30008636,25048738,8809817,28283599,11311294,19135503,1978260,1979431,8846230,31504723,30706999,7885342,1972200,7904735,7907931,7908885,22503003,20818670,17442064,31234224,17460897,17493034,15197709,6107328,23402822,23380533,23389938,23391905,23396085,23347961,23354599,23357119,23357603,23369945,23369986,2335192,23334712,39974,9413285,2456487,30295793,20856865,15067721,8543951,8548309,7847868,20026245,19616502,16893418,24376148,18977411,19806188,31538765,17469135,24795109,24372914,17542619,20043814,19672295,6131932,7907929,7922505,15198683,16889834,7925820,19674082,17436290,12784689,24636737,23758882,22214344,21318774,21318775,21318784,33589594,32257898,32257899,32257903,32257904,33926570,18297291,32198706,10370901,28210976,20155994,20552054,30603390,22110338,30038956,17224059,35287553,35306641,35229270,34051296,35260024,34097939,34047315,34125470,34132500,34138535,34071302,34946726,34111562,34099586,34125397,28527958,28535980,28473257,28482609,28483024,28488766,35190859,35256483,35217618,35299590,35146598,35255803,35216503,35150790,35247479,28494419,35202123,35272136,28504195,28526576,28432010,28451884,28451991,12419526,12419530,12355418,12359173,12360578,29766510,29778792,29779103,29781786,29782882,29783643,29792848,29704482,29720230,29721078,29726751,31041676,31048719,31056699,31079293,30880023,30890473,30948095,9056544,9059843,9065855,9398456,9398475,9028771,17305546,11983518,11954043,11959457,11960314,1760745,17634067,17644250,17650114,17651730,29427283,29327204,29481916,29508060,29508251,29428223,29428877,29429051,29338033,29338785,29339319,29396794,23631981,23643997,23665112,23688541,23690159,29552727,29460114,23701914,30222980,30223096,30230645,30288644,30310174,30311182,30342962,30342981,30368226,30374025,18922848,18991880,19000728,18952146,18952148,24568596,24613235,24620964,15013024,15016424,15033169,14965374,14975188,15009131,15050714,15064817,19894114,8736584,8739843,8748637,8748929,8758948,8714521,8723206,8724674,19957214,9812848,8732287,8782460,34935120,34808223,35063140,35021949,35001795,34997907,34839452,3490612,35328530,35467031,35456994,35413210,12183047,12217625,13412,29656363,29595455,29605442,29558946,29616443,29683090,29684508,24410633,24417082,24444614,24392577,24399716,24399718,24528157,19384573,19396395,19406215,24462728,24463035,24483602,32449122,32466659,32386222,32394056,7830767,7832447,7838422,7842013,8413979,8387161,8289077,9605478,9626667,9628407,9628755,9629849,9580157,9593818,20082978,20132467,20152049,34983390,15651340,22655218,17903274,17690718,30302391,26889225,19193901,19196136,19199078,19203217,31004735,31016688,15086533,19236855,15111020,32585786,15114627,15120584,15142343,15144868,25370934,25318607,25328140,25331880,24430802,29096532,9398471,26994817,12843292,9000122,9001722,17503735,8309350,34656609,29408408,8978710,8980004,8984738,8929430,8931015,8889219,8889222,8905180,8910734,8910905,8883941,8886383,18930743,9073165,9085194,8987758,8965384,20423825,8934565,9013405,9413846,16355565,16358409,16368081,9350835,16375867,9368855,9369331,9386009,23198691,17413654,17161393,17089131,17103330,16624731,16624952,17109014,22644539,22659113,22659302,22659380,2259487,17320073,17324953,17254792,17286588,17288595,19627448,19765180,9427302,31811872,14663204,24486959,23273768,25019626,18942673,31843492,19639608,23190369,7911516,19399894,15351793,34954117,9483509,7898661,9605485,19682546,9588592,22356203,10222117,6147392,1355778,19969022,20146690,34767157,8264958,14696016,22357095,19735655,22310868,35322351,35499682,27016022,30481574,12807434,22480690,32481507,17486689,14766796,30548446,21207412,21179594,21649894,21703827,33549148,21475622,23050197,30479840,21787578,21767614,22527634,22544516,28126590,28190238,28143577,28144826,28157651,28167224,23184853,23184940,23195421,23117422,23106974,23151254,23152586,23430469,23471013,23238634,23281940,23295396,23296790,23296837,23261515,23831692,23821823,23831411,23857913,29991712,29995172,30006683,30006684,23880857,24002224,23933227,23938263,23948996,31198107,31201929,31123907,31132685,31165254,31170442,31220543,31229553,31229554,19740446,19760475,1972853,152197,19705154,15207325,19711116,19731547,7888091,7888096,7893377,7898660,25595674,15153616,15165124,27001668,27003369,27012630,10226934,16580056,26945022,26988860,27742410,27671228,27685773,27693415,27693549,27704331,27722926,21748932,22294150,22231471,16882311,16891616,16902763,16862581,1686284,22465686,22480308,22483306,22483309,22483310,22483312,22483315,22483316,22483313,17499438,17499639,17430130,17437543,17439496,34727977,22928089,34285243,34341346,15285796,22316420	DisGeNET,PubChem
ENSG00000180210	32423817,12239163,10336638,29494603,20448034,16934779,15789435,27343583,27458694,30632945,16410750,27138068,17965832,15619541,17629581,35701444,17915333,18510366,27295570,35662128,28344073,28585189,18841278,35226382,12843292,19969022	PubChem
ENSG00000180264	27151187	RNAdisease
ENSG00000180772	24529758,20964730,30076526,25446015,25902863,28232171,32807174,34521155,34302265,21846363,20888078,25666589,17900533,20580712,29086247,29665408,27733642	PubChem
ENSG00000181019	15694256,17188257,11688992,31358653,32402936,24467268,25833141,11295131,17449559,33999357,34067571,34577027,33520086,35142995,32963695,21254817,33271195,21858193,30315936,22016051,16978807,15079792,15312971,31781339,31682033,24866057,18598687,31960754,32662633,32540480,33232417,33247801,34676557,28233992,35323490,25702135,27553905,27535828,34389279,29204750,17967736,30117045,27009601,15193303,30513525,29570846,27413109,14625079,12069106,28986252,18455424,19526278,27180985,33905764,33571414,21427056,31342299,20888844,23385626,35257795,31059012,24548101,15111234,17259450,12866711,31190314,26970393	DisGeNET,PubChem
ENSG00000181090	19164583,34817756,27871675,28991675,33545080,26666230,35054924,15134484,24373150	PubChem
