gene	PMID_PMCID	evidence
ENSG00000123358	26497037,27036891,20197093,29530712,16930409,27159982,24440754,15896973,16254488,32016638,20096738,19635563,31586482,32134983,15956351,26794041,23397426,23324997,17134767	PubChem
ENSG00000123374	15689152,17343987,14595022,18255150,20080185,16155345,32885784,34363007,17656644,27270122,18183483,19073433	PubChem
ENSG00000123405	21293178	miRTex
ENSG00000123415	19235891,19562770,24430432,17533975,21762928,25426755,25450142,32659618,32651138,8063874,25918550,1584183,33157962,33311476,25068113,31946640,9310175,31897582,31705173,26670087,28302035,32977181,33045651,32940411,2601095,21087362,21195652,20349231,20351351,20360963,16107352,27060942,34294739,21896306,21920793,34530732,22093938,22785500,22695340,12465076,30185806,30186761,30139598,23529021,15565491,18717730,26383147,26377152,20502846,20870446,35377014,34102975,12373559,31136763,30797240,28734065,30741074,30741687,24529526,31064773,35811536,29932266,31584466,31256288,33371068,31768599,31768600,33206389,33120072,27869301,27879372,17370764,28912150,28918694,17894342,18544255,18490359,24321825,24243813,19301972,19489069,32170820,7605624,7631089,20228464,26229141,10648441,2127120,27264343,21571793,17079820,22914831,18650492,25239737,32243399,32318783,32337633,25593112,10371072,10377793,15955501,20669302,10923659,11145004,11129133,33884450,11748732,35674825,35697965,28378615,28386687,28579485,28652595,22872307,22879118,31344728,31451742,19662326,29863572,29876274,26697962,26663702,29891431,15294329,26842842,22166456,15254938,20860570,19122029,27341471,16459124,8836298,23445555,23130517,20851193,27922865,27693611,31215629,29985119,29999569,23968938,15195290,31046514,23357822,30930059,19933975,8994107,18951539,8965180,22685575,29536636,24602186,29453242,29476004,35491246,24403280,31876812,14688612,23851955,35258689,28188080,25634679,32533449,33119814,32914208,8748575,20361208,14628193,28831764,29761296,30547248,34021923,29779045,9014454,29322397,34820745,34836985,35088096,34984501,35313223,35471638,22402820,22460161,30220149,17096095,17113310,17133454,22653791,23466832,23303049,19727712,15193583,26929938,27650055,27653913,22460159	PubChem
ENSG00000123454	15380000,19276553,27152332,14991826,31655049,17561816,30187307,20498626,16021468,14678778,17702867,24252179,550290,29431270,9578138,32640966,8083026,9670997,15869947,31740757,22353754,21147074,27491309,27538531,34185060,22038525,12429210,17982884,2360804,20497720,18368304,16481374,28042095,12577222,19150447,31542295,501350,11787979,18561325,7211191,11532994,17017570,17027782,24054144,25559422,10925142,33940943,16822882,1683212,28661099,2860955,650207,26794326,3137237,27636856,3982644,35150790,8143425,9065855,1760745,30357655,6801913,15088079,8910734,940970,2259487,19399894	PubChem
ENSG00000123739	9832165,25761116,16783378,12868064,8822791,20399900,22266337,15527871,26907347,14725622,26116815,32931072,11181943,11182251,11226716,18751914,29577851,31248167,27388550,33414430,33363088,33263931,16684969,18269734,32071291,20167206,7768353,33822122,33935286,26453752,14580322,30268393,8709678,9533201,24410614,15202762	PubChem
ENSG00000124493	26231155,29958762,23978356,19525404,21688779,27131990,33556572,17602546,22491024,25747602,21157475,12904482,30891122,26602273,15761115,21338051,27055772,12429591,26581500,27441572,18336281,23939343,12575822,30216534,19519781,25146900,20161443,24713472,24866785,20735415,26872456,22404342,22554564,22306345,35292330,24557498,29578036,29625424,16368268,23114872,19702565	PubChem
ENSG00000124762	23149933,26384650,28973420,26375402,32963695,34359864,15755480,16155345,34306319,34296537,22723850,22697132,24846311,34883212,30671473,28185818,16391388,24766300,17314138,33737050,17900536,25182869,24060684,18665912,10388522,19067250,21701815,19864567,34645462,20043814,23664925,35064206,32398756,31004593,25373443,24369695,31368498	PubChem
ENSG00000124782	8689028,24348900,15846787,11312556,11287065,10739641,29147905	PubChem
ENSG00000124788	34826062,22780124,23140978	PubChem
ENSG00000125084	26444681,21752258,33257649,16339193,19951692,15987955,26045742,19725118,31582965,32529463,33246026,23065334,25767075,22330803,21056667,27428421,29575325,17913302,17196845,32329059,20603216,20643196,16825303,34592907,17627138,23109841	PubChem
ENSG00000125144	33964119,11930164,20110911,33159932,21800131,15511288,26444951,25436572,27829983,18571301,24247862,28478550,27693415	PubChem
ENSG00000125148	11930164,20110911,33159932,21800131,15511288,26444951,25436572,27829983,18571301,24247862,32753675,25218873,28478550	PubChem
ENSG00000125398	27269730	miRTex
ENSG00000125510	26878436,29232769,20950413,16237164,23337899,25677775,22994368,31937563,26804029,26687234,34480968,18759357,19162046,31648371,22312472,18413287,30689087,24376148,25972299,23701656,17287504,23152595	PubChem
ENSG00000125538	27640071,20427258,12052540,31704453,17562931,12070246,28856541,28769786,30815845,27356916,30554092,30063943,17458495,30344306,30966861,28943632,31201839,24655482,34986749,34272410,25193021,25387690,29611404,27927222,25329911,32540418,9116194,7847672,15464216,32971182,16154791,20333481,34406679,22037494,15583962,10863545,30463564,9564633,22432004,27984197,17720159,33204711,33121350,11807834,19570816,32168102,7999315,11476598,22986582,24660866,24863743,7700568,26455404,31205938,29429051,23698769,30222980,30400118,19895668,16504177,28823928,27956075,28126590,31121284	DisGeNET,PubChem
ENSG00000125650	12401443,21200028,18420832,25118697,26263410,11106404,16380100	PubChem
ENSG00000125675	34035473,10338272,9674565,28243821,9886783,12892651,12730350,11466426,11564425,29324989,8744443,9006980,9502201,23846847,15204061	PubChem
ENSG00000125740	30259400,25164669,16959469,26997328,28717189,15878807,31306812,20511551,25752644,25193242,26803521,30550933,21507338,17702867,26841904,23719850,17499513,18279311,17560944,15849723,25568106,25233866,23933656,27771532,25442003,25896846,16254488,18368483,20478040,19778565,31754998,25787808,25765352,10834942,28204864,35127957,15716464,15770161,16139809,10195331,26043205,21129389,21130806,16095907,16026317,21947442,17936734,17980863,23521911,23537732,18762218,20505100,12373525,28256089,17553535,23300984,23769604,30572183,9473593,19393238,18952677,18988638,15056471,33707771,33751546,17329435,17933546,24140894,24321617,25125332,25146322,32671618,10579213,10600402,10666314,21310234,27312773,11520127,11606639,11683909,17219962,22940424,12127155,12128007,10928290,26433214,26480869,35680891,28424060,28631520,19039008,22207656,29968767,30645726,30612333,31377220,22433906,27566062,28539659,35241633,31063776,23698769,24650244,24599591,9473580,8714707,8951871,19962414,22185664,23428503,16569398,27651263	PubChem
ENSG00000125779	11479594,35504872,15105273,17101457,16962235,20669327,15843062,20629144,33200489,22266337,22031173,20462502,35786295,22806825,34002881,35041826,32457446	PubChem
ENSG00000125798	19607821,18076286,26164566,20035737,35441806,19951692,20049900,23254923,21593433,26678495,18371430,31843010,25767075,28297587,35459867,26023233,21880784,31248447,28091566,26224135,20637284,20603216,35247479,34282148,30963107	PubChem
ENSG00000125845	24682653,33713017,10554973,11891664,22870983,15369599,18972063,31000327	PubChem
ENSG00000125965	24682653,28458020,15880784,15906156,16185246,25997719,20349094,27098376,21858606,22436046,12498780,14736509,9875347,17935884,8600306,34623600,22353012,9350835,24373993,10226934	PubChem
ENSG00000126581	30877973,22513717,30966861,32658123,21262209,24522518,24178442,19337030,26648565,19864570,24879156,23868341,20697744,20510502,21119307,31385138,24746855,25404088,25446361,20929985,22292029,23210740,26156288,33070168,21172413,27171858,34494284,34453687,22113202,20546814,26295827,27613482,22504123,22361619,31726888,30796443,30796752,24818601,31869719,26884967,33632304,29433359,29570770,29115479,33350241,33432492,33222922,28902711,24326530,25078626,32184097,25169902,32713934,32671737,32762399,32770297,20174468,27252111,32275913,20738755,33838212,21655265,35654124,28357809,22898350,34580047,28840510,31341250,23503475,30625371,23380076,23341224,34147616,35190859,17622797,29498006,30206804,30218400,35104487,35457010,35335178,35122926,28137648,27731364	PubChem
ENSG00000126602	23328674,24522549,22610403,21366594,17579517,29050400,33549012,29372317,29373630,29373637	PubChem
ENSG00000126858	27605430,35455950,31277379,28689991,30504269,24671417,29991596,31303019,24870025,29372317,22496713	PubChem
ENSG00000127191	25029497,24743743,24140863,32617872,31931206,26879867,27765362,29331484,26988860	PubChem
ENSG00000127419	33505021,35750034,34638858,33279243,33723766,33781609,35821258,34148545,26738859,35246032	PubChem
ENSG00000127445	19940183,21243369,23754278,20110589,33083964,23793952,25113739,19787094	PubChem
ENSG00000128271	18189346,16153830,17236762,19711895,23789814,18329269,23602401,15341934,26776359,18558486,18562199,18947224,15566292,19109019,8676354,28055204,28590753,28835798,18406614,18407496,18411049,15294001,25490054,20659802,15771443,20801028,25701253,25746740,15341933,27836398,14663020,23483627,21606452,18759349,33156955,15719154,32888283,25175458,22367999,14663021,25872644,21281405,16823803,9369973,23700273,20021407,17445798,24486705,18300283,29097596,29100987,25672397,23867769,31820278,17192438,27288150,16012197,15053963,10908627,25398851,28842709,21289195,33464534,19520064,31220343,31455764,25862943,15298067,9063681,12834887,14751592,35001424,23410161,20018509,25457181,32580456,32619652,9665604,9721905,15840400,33200448,25008550,31915844,27896809,17476684,26626997,16442801,14663003,11169767,11284438,12829414,15342103,20074377,15755479,26051403,26167732,33026587,16425668,25676023,32860362,25951302,25962878,27569066,16012194,16022182,27127992,34229013,34536428,34486986,21858817,21864289,21964253,29269791,29298852,18023959,17981738,23589371,26322641,30405415,20095134,17684118,20002525,31429130,28264466,28167788,12523485,30689733,33349580,23838432,26871939,22425056,26959623,28213070,23812646,23748382,22585137,19416678,19356109,14663005,14663006,14663007,14663009,23085003,24412491,24632419,14663008,14663012,14663013,14663016,14663022,29567422,19888872,27424102,27407017,11347973,35790489,35829830,33349575,17804147,27810394,27835671,11808320,11852293,28941549,17826884,18306243,18536175,18537671,24201052,24161891,19332567,19343763,25082853,25096504,25175962,25175963,25175965,25175966,32163528,20182024,20182043,10591873,26211977,27230697,11487207,11569945,11515525,11703457,11902116,17017512,17030429,12130655,12600692,12628657,18583456,18594798,18625257,24725292,24673462,24681641,24687255,24922583,25203719,32252340,32357548,32294749,32236790,25513815,25544641,9760134,10410709,20597030,15974638,15979104,16004599,11041267,34042043,26523919,26415982,33507105,33504051,33562048,33669003,34360817,35569008,35566035,35684466,35623041,35532631,28336342,28577977,28583881,28629145,28739086,12926542,22134373,17572452,31469906,31422100,19639279,19654038,25008546,25758079,25768849,28870576,34583302,31039621,23339054,30253174,15033896,30281377,29406892,29672326,9546333,34004240,28463561,28490648,35149201,35241003,35292330,30987056,17310264,11954048,17646043,29396609,30232916,18991661,15016424,19911413,15065221,34878728,35408767,29570862,24488405,24533801,25370856,14663004,23296550,23857248,31181839,16925991	PubChem
ENSG00000128272	26864693,16000623,28211874,21113145,30755590,22095285,31100053,15890008,33229544,31175983,24334130,32647341,20974203,32814076,27103513,30107908,24638036,29432724,24846311,31911115,23774475,30760285,32435966,33277577,27939990,32189544,32762399,28687316,28767194,28823537,35231558,31038732,29355603,24418467,29331484	miRTex,PubChem
ENSG00000128617	30055889,12889084,33660146,11939892,28326445,30498918	PubChem
ENSG00000128683	28746897,20832408,17445798,26826552,27568378,26188284,14748558,15882945,15837143,14769359,23537732,15610165,31374106,18790021,23938762,23499830,23496922,14663008,19162046,18435422,24140562,24273007,7582093,8618687,11487201,11529246,12099898,17203488,12127088,12621628,18598767,9795182,21449035,28363755,23044920,23059905,12923817,15372592,11954048,8710082,8278600,19660528,17449457	PubChem
ENSG00000129003	28137300,33579389,34396589,28733970	PubChem
ENSG00000129226	24835407,34830414,27534533,25863279,20098715,30452424,18093340,29298733,19018246,28450223,32564332,15872020,34406679,34536508,23594934,30165597,12567259,28836295,30810907,30501635,17620984,29570770,21819568,33338634,17897835,32169474,32755645,26286145,33824100,21651967,11731015,29987762,24528486,35203338,35260024,34071302,34946726,29803225,31069623,29338785,34988761,35430334,15935098,23239187	PubChem
ENSG00000129465	31506635,31358971,25801023,25093162,30074231,34333522,34406679,30467385,31591470,32047275	PubChem
ENSG00000129514	19607821,35441806,29669022,16473350,35417751,33120262	PubChem
ENSG00000129538	22098189,23109420,33402057,26375402,29429047,30026307,28268219,34593974,31685899,17706965,31831012,35726081,19450058,27260166,35390465	PubChem
ENSG00000129757	ppr393667,34885088,18183302	OpenTargets
ENSG00000129946	8811504,1347220,8527003,2902199,2468498,2864402,2867490,2868429,1979661,2903567,1378766	PubChem
ENSG00000130202	25475535	DisGeNET
ENSG00000130203	30877973,21912625,28887769,11769703,31270237,21360299,18297066,17573822,32024798,22691461,31134487,12811635,31189032,24504617,19006190,20302621,22688354,27084212,28567584,26756745,23124435,34420933,15337261,11176958,25808939,33161290,11487204,21108621,18185940,18210157,18273624,17296843,33213513,34612548,18349428,30053297,17388990,21907175,12087131,30556640,32529399,9708561,9722142,15778078,15788542,33154531,23065638,20406638,26627638,29155708,32410324,26121922,26083568,34308904,22023810,22118861,12451676,30097997,30124770,18751914,15577749,12951652,22155743,8525796,9470130,30826425,18343778,35788545,31559607,31519175,8841967,27869301,27866858,12046894,24189376,32708198,7992850,27288043,11563631,17177184,12607981,18665659,24907491,25248508,32246471,7700274,9797007,15985314,10965798,33958783,33550528,26527105,35695987,28695482,28578514,15304239,9258256,29117956,9292870,28807493,15501026,26812251,16899997,21741729,23825179,12873852,25596881,28061383,23243071,10961431,35307754,24363137,9592786,9488178,28003435,35327638,29222591,27339162,32162063,26738859,21637534,35130181,28542444,35246032,23644819,30232753,24573419,35418463,9600590,8891070,17328689,24586351,35725575,21772670,27021906,34376695	PubChem
ENSG00000130204	28438176,26756745,35391620	PubChem
ENSG00000130234	33185582,35396576,35701430,35829997,33363088,35533351,29667931,34152583,29802208,32885037	PubChem
ENSG00000130427	17475220,29615467,25464888,19727138,21683736,26879839,25038418,26059355,26156288,32971229,16336625,11163297,11295775,21861815,30175978,15554415,18673207,26296668,21741364,35836147,18779056,22483311,19101524,17612594,30501635,27789613,16949343,17363174,18466320,24289887,21276430,21570450,11598638,24939444,20649842,35607776,22166418,22334107,23380533,20043814,29748743,23615965,30341696,34989050,24390959,15088264,23109841,16368081,16903847,23190369,20060824	PubChem
ENSG00000130513	30635935,27115420,26733415,28787735,31862518,11102463	RNAdisease,PubChem
ENSG00000130522	16959469,15878807,20511551,26803521,30550933,26841904,23719850,17560944,15849723,18368483,20478040,19778565,25765352,10834942,28204864,35127957,15716464,15770161,10195331,21130806,16026317,21947442,17980863,23521911,23537732,20505100,19481198,25125332,32671618,10666314,11520127,11606639,12128007,10928290,22207656,30612333,31377220,34312772,27566062,35241633,23698769,24599591,9473580,8714707,8951871,19962414,22185664,16569398,27651263	PubChem
ENSG00000130561	32184974,30120413,21466165,17125886,15885624,12792671,15686961,35658399,22180089,35026287	PubChem
ENSG00000130600	27021022,32356199	RNAdisease
ENSG00000130649	12454736,16510128,23321599,21360299,18327668,9539332,19381774,22238121,9343502,11602525,11798822,20553223,14523622,18374908,19298832,15447662,18288650,20964710,16434548,11197065,12433806,29298852,12911625,9613715,12750430,32230811,32357260,11012552,10729359,32257898,32257899,32257903,32257904	DisGeNET,PubChem
ENSG00000130783	22438815,21812969,22254151,22507762	PubChem
ENSG00000130787	22438815,21812969,22254151,22507762	PubChem
ENSG00000130816	33483902,34153844,31059019,33494388,26745006,28807729,27002730	PubChem
ENSG00000131095	26924929,10462075,28769786,16410750,24749759,24948069,31396803,19276553,28276259,31800144,28986252,28958936,25120226,30594925,29626798,8689028,22847254,23810671,21725169,22842585,30966861,27772760,28768533,25195598,30987677,29698669,26746235,26879756,28189343,34830414,27534533,28746897,20554027,15584912,28466093,25815475,26872221,29941946,33062722,18235988,22766071,14523625,23744073,35638297,32893191,26803521,27317935,23079635,21970803,22881289,18643794,19908287,12673835,22821000,35246557,19196989,19027004,22826221,20930286,17643430,19433789,15140182,17480015,33093440,19888461,29050386,16573651,24919816,28126640,31267130,17963913,27391369,30103794,34359864,35750147,31909584,34298012,24628733,31982500,33823877,26169757,20232069,20052410,24834013,22898310,25403619,25447229,32576494,32596307,32632573,32652176,8070894,8635567,29090819,9668673,9710517,15920722,15869484,15881421,33232743,16189719,23092448,20976472,9530933,19393633,28782388,24788190,15159144,18727495,31750820,31728850,1553816,15511288,26607911,26700436,28199883,23871716,12808200,9838177,32449271,18727483,18404452,33479244,15322379,15327754,26101828,26119304,26055970,26081143,26090233,33070275,16157014,10023444,25644418,21107440,32816165,21145947,21151450,21095732,27514753,27525911,27549180,16045485,16075188,10478724,21320474,21333707,27115671,34555366,34229013,34299000,34453989,21970974,21971758,21960009,12429210,18021294,29271291,29294239,29241205,29257290,29264673,18030609,18036147,23594934,23558233,30153493,15567338,15619128,20542126,20566832,26321151,20946118,29854828,15473988,19245367,33282962,18340525,18343932,18358608,35039876,12390523,12392201,34655599,31430407,16533572,16543240,29107062,22155743,24995576,28284752,20933078,29069652,27617772,34633467,21685323,31349553,30579705,20411778,23994921,27697481,35834631,31228545,18824050,15446582,30001633,31295555,31251998,30924171,23740450,23747572,17656644,22669749,18275612,30834264,30852286,30728466,30739037,30477535,30529726,24781752,19370411,9452826,34817756,35016506,19906332,34938384,16360152,14690537,31839669,17620984,19245661,15051518,19951715,23747860,27452038,27377070,27389777,35772606,29040593,29136779,29954586,18806951,19127447,15271249,19785036,9336235,33387573,33338634,33443645,17676428,31653343,14618104,14555407,14556942,24262283,33220428,33753063,33687725,33739810,33751546,16736245,17005432,27808353,27779080,27844282,11807834,17336273,17367952,29027056,29028815,28918943,28982631,17914180,17918212,17923380,17897835,17850771,18484101,18556510,18438936,18522241,24333323,19318502,19526289,19582534,32147532,32152798,32112852,25118697,32707436,8559262,20171731,20176003,20177706,10616914,10658622,21246554,26190397,26215118,21272591,27220536,27230040,27295950,27313094,27316720,27211874,11578843,17064552,11882372,12106697,22912680,12614670,12624794,12639719,18577399,18201835,18204968,18615648,24108425,24657313,24912031,32292068,32206840,25503828,7728333,20589870,20665698,11113642,34098381,33497031,26522450,26433682,26504373,21484266,33471408,21414385,11755896,16809432,35657417,35654124,35672602,35654119,35622265,28380673,28576469,22810218,19049321,15369599,15372504,26873632,29102164,28840516,28821831,28866823,31325563,31325585,20431930,17551832,30690681,30644041,7915238,7936201,22485158,19631714,21029775,17491094,2974227,23341224,23361938,30295793,30404563,9514830,31828965,7816197,29679389,2443427,7908247,33298969,12835114,31952467,28210976,35203338,34097939,34125470,34071302,34946726,28526609,28535980,35234288,35247479,28437187,12419526,30884890,29500411,29440753,29519253,23692556,30223096,30296616,2459307,15013024,15024581,8748637,19900533,35121334,35001795,35079926,34988761,35068069,34890997,35364741,29582396,29588162,1336814,19384573,32466659,32376269,22655218,22577599,19199078,24430802,22516842,8951672,29448133,30590319,24508558,32404559,24021799,7898661,7908698,33785762,22527634,22490608,28126590,28192111,28157651,23471013,23239187,30006683,19777158,19777341,15207328,10344791,16566907,27722926,22231471,22461064,22480308	miRTex,DisGeNET,PubChem
ENSG00000131203	34780749,23401502,28963435,8737408,23063682,33774066,17934805,34110158,33471408	PubChem
ENSG00000131408	23292650,19796621,30655290,18238900,22826221,33080050,27113081,28369131,28760679,23625315	PubChem
ENSG00000131711	12171477,22779921,31277379,21262964,21645326,10764738,24754922,31235589,34848256,25434876,31817934,15581421,35396452,8947945	PubChem
ENSG00000131771	32224226,18790059,24747358,14769920,19852993,18614680,23290496,18372251,29107639,24440754,17596448,20236221,20682746,26009769,16826604,22539851,25000966,19474310,28257887,27771532,24834013,25820831,15836622,26893543,24600352,2105823,16029214,23558088,15583958,20504213,12558969,12504863,19118628,15514976,12665799,20060905,17135412,28052701,17704844,22028687,24316474,20236543,17067292,17188499,18157704,20808799,28424060,22863668,22877786,15384065,22192465,2887632,23385959,29778803,21672554,15039773,19393228,25395834,14722243,21904525,21808606,21886608,23131156,21811441	PubChem
ENSG00000131914	27230676,31750563,21695257	PubChem
ENSG00000131931	33458877	PubChem
ENSG00000131979	28348207,10727395,14714216,16338639,33309753,16643317,10543618,18713855,15684695,33713342,27871051,19332422,33311497,22373569,16267845,19735094,32746945,29948246,17270157,15935064,24148766,18450497,12297263,9387799,8699255,9128393,9182249,15929554,33294126,15500713,10830421,26687634,20082337,24844147,9613721,16181415,10079965,11405805,27491309,11436352,10442251,22030322,12451130,29290055,17982884,12915073,20013014,9628761,14664908,9592104,9349551,11361142,9266429,16708545,11793852,11817273,17368676,28949038,12764051,2514399,25182701,32744952,20213574,15659429,10661862,11487197,11489674,11509954,11860702,11917105,18232327,1449240,32291608,25230230,25592335,10945765,34106485,33962918,1681782,22806825,22833860,22834832,1293988,12882651,6583312,26764301,7908789,19686242,27731537,8163996,9380042,9818931,9249618,9014428,17305546,14960500,12195447,19396395,9626667,9629849,8351012,19193901,19412963,29983692,8965384,14673877,8277558,23831692,29995172,15165667,22294150,17430130	PubChem
ENSG00000131981	28189343,34612142,33733487,31147178,25387690,35859075,31471077,32455781	PubChem
ENSG00000132002	22779921,27713507,25670069,20084477,18704197,22022600,33177717,20889486,18398426,18632670,22504047,22923346,16678164,22563501,34234268,34312490,22016808,23608058,35715682,16235253,33760024,16741751,24296154,20166962,17241127,24096700	PubChem
ENSG00000132170	27435855,22842585,27064872,25530507,33207603,32323790,22040668,22498097,25637806,27622213,26141122,26028469,25907448,27860527,23145024,27329039,32943057,29670081,17522320,25486547,25917324,15817469,33171772,33260513,25007880,32462037,18645613,26631533,24793810,22417924,22524690,22236282,32865327,20382448,27535749,27142118,34462350,21929559,29162435,17976742,30091676,20520853,34896331,18332857,31910209,30554092,14690537,29570770,35457238,27366949,29071567,21819568,33332005,27931028,17009919,18537665,24246717,25127682,32710729,12153485,12161816,18207323,25522984,25559284,33479718,33614948,21440606,28656548,29096320,31410709,22434581,22356806,20926834,30038956,34124763,34099586,29338785,30223096,14965332,34767873,35491023,24374061,17254027,32452827,31246571,22654722,31132685	PubChem
ENSG00000132305	21322648,34504353,27001148,19332121,18226537,34148545	PubChem
ENSG00000132330	22112744,25099644,19806311,32111933,21691730,31044090	PubChem
ENSG00000132437	19039224,27025882,7893377,10392841,28166239,34423905,8667047,23646099,52131,9349551,10945765,21871902,34071060,1101099,20871425,567768,15500713,20606642,PMC10476347,33250838,19040557,12451130,731241,7475917,37667404,37723208,24216088,9552174,35732866,34423296,11263376,23264832,36085310,34551695,31615832,34763085,36217238,29200295,22384042,21095462,15340869,10877910,9871440,27622543,12676374,20303948,10900396,5289372,11294372,18368304,11793852,36992407,32149427,10370911,8640565,27881168,30479171,19828868,35302623,17504214,11233302,16022872,7902865,12703659,8905800,326045,33741988,8417011,10459170,25303896,22272032,27498199,33623004,15965309,11290882,22143761,11008196,17495756,34897643,27606332,16126007,35563420,19502746,10492060,28526609,29082547,10439935,26109943,22017504,4570903,20164859,24420496,15697329,33428178,25350981,34547463,32388612,34577021,25175964,37298741,944392,21095459,18401019,15595934,36430666,16407771,22236652,9774242,2567051,28322896,14741081,3938472,36306348,28682929,11592835,1761075,32963936,10934669,35410459,23457563,22424171,30802998,23331189,29080800,22093536,11445284,19231266,34780749,31928877,14622207,31655049,28348207,9633680,16243425,16338639,19703902,28716706,25815475,15965967,19503773,7925842,10981253,9917075,10370904,28100850,17241115,9853519,17112516,10564358,18388307,19558709,30216543,28606139,25805645,31450593,7487655,35044623,6933223,9583926,6657127,32554330,3266532,8100096,9154345,9162718,9670997,9686768,9695725,25860990,15836622,15853578,15907741,3314916,23000099,477187,27343084,33323836,22265874,6858781,6504328,10811397,10693947,108737,26564319,11336607,11346021,16447758,28279081,699377,19698780,9613721,12808505,11128607,35705887,989885,15325346,1574995,15709899,26092297,16182609,33093598,33051953,16139167,1018729,16415089,10191339,10029235,10051176,25976300,25639262,2598534,3280129,21080185,21164341,21095456,21095464,11160877,11215754,11295535,11257935,11274784,11244274,11400183,27491309,11436352,20368163,20374418,16079784,34281267,34503372,34525893,34543852,22053701,3676921,1243997,29165839,17982884,18064905,489,1867835,20542064,20570206,20856911,21180628,25073474,2969951,2969953,1253661,1253804,12373866,25043598,17586078,28294334,26861609,26830512,21848668,31910209,15191803,23743769,16644019,30856121,12557414,12559386,24848007,1480324,9435379,8552121,956809,9565967,8377003,6364729,6260505,9607420,9592104,15638712,8783276,12235825,28787702,35763068,18806903,19793723,14566408,16228235,16717256,16736236,16741673,16978060,12084631,11793426,11813232,12020263,12722172,18259682,18547126,18427455,18523450,24323403,1958292,19570145,19589043,32108308,32970293,8584284,797502,8023722,8555803,7162583,7232966,10619466,10529725,10564366,10639681,21242252,21246604,2127120,26212581,21533995,27206902,1152552,11532645,11685243,11889758,17017570,11860702,12603288,18579806,18582341,24054140,24076099,24128899,32238065,32319076,7651438,25592425,25559423,773522,7790948,9776134,9747462,10366680,20708045,15970632,16004667,10927984,1101346,11144954,3393296,26439947,33491134,21429212,21651332,16829205,1680557,21638324,16805724,16781894,35563817,28369799,28679598,23020119,22834832,19049321,6260009,15380638,2666577,1884738,15250046,15254793,20852413,3137237,22404342,5034697,19156087,7492293,15285777,19860235,10762161,19127579,10881028,8828991,8836298,4566743,7885342,17565222,444336,454549,30663606,27941374,23503547,2475587,4691682,6141712,15148140,19908315,731264,17094103,8784230,19935410,19941962,3976351,8472357,8400928,8412892,32482490,951024,1389297,785578,19829918,22214344,18394568,35152005,35279112,3529159,29696585,29697034,8185982,9014452,17302279,29378432,23673910,30226796,30264443,30397850,18989992,8750961,347868,35456994,1222507,3989525,4117654,13412,19396395,19407449,32468451,7834960,9633679,8369102,17447529,15651340,27686972,15093949,25335824,25355370,29614697,9013415,9372552,9826227,17259019,18728816,28130586,23261515,23994933,23948989,5478194,31222606,3112308,3123242,15152479,10229966,26968766,17432922,22110355	OpenTargets,DisGeNET,PubChem
ENSG00000132535	30877973,22871113,31486971,23041629,23231809,15703272,24874075,34822124,35701839,33914237,30261285,18401856,16026462,34445628,29214369,29229294,35699744,31295555,32495180,30439288,29136779,24316165,32286126,33961911,28346830,21672554,28502042,30315256,15204061	PubChem
ENSG00000132639	30877973,22871113,28176268,29167402,30334187,20024519,20534649,22497022,24841483,28649607,29136779,27808254,18319609,24713302	PubChem
ENSG00000132640	21720722	miRTex
ENSG00000132646	21291297,33132188,26677001,27665784,25184665,32963695,26164633,19615059,25675097,19285961,20542126,29993254,17656644,19945443,33775804,18556510,18665912,26047869,24618574,22659113,25600110	PubChem
ENSG00000132688	12171477,35701754,15584907,15680936,28340569,27234572,27175482,15901773,25248378,18060047,27063549,23269553,30267849,18816792,15567160,20052410,19412574,19353521,14730894,15869429,31980673,32620926,20976472,20045929,25767075,29481521,20079158,16424396,21107440,27525911,27544365,22081626,22723079,29167476,18030609,23594934,20542126,20542127,18380486,18385323,22417168,27617772,15483111,20406327,11356877,20415529,19906332,17135412,12009763,19788394,19824823,17805959,33220428,16708545,16719047,17005432,16978060,18248323,18554088,18556510,24141460,19327351,19606087,19609938,25118697,17038668,18204968,32292068,20698783,21458429,11755896,16802332,28385636,28363755,28685937,22815935,19049321,15369599,26839468,17579780,22507143,21771855,34147538,28434161,29803225,19900533,35121334,17903274,16373695,31396803,31123907,15207328,15196666	PubChem
ENSG00000132693	21161711,30353300,31820278,18255150,33388928,9371841,20584104,15807300,23082161,17623045,31673927,26911448,27053127,22700356,18672391,20532580,22330755,29433359,17369778,17890755,18436231,32124387,32710594,21556377,22917537,33608417,21626410,35656776,28342967,28821274,22426659,19638294,29891223,26861200,20451678,22119505,23911592,30454693,32417629,3180854,19969070,24497930,29954339,35236646,29730299,30390673,35471697,35418117,27668667	PubChem
ENSG00000132718	27278822,15354386,22438815,29311685,28254618,28686317,21812969	PubChem
ENSG00000132740	29769405,33677035,34838642,28671665,31911834,34489530,32971086,2460327,31649329,25085452,35605864,11967633,35023303,35462005,4066268	PubChem
