gene	PMID_PMCID	evidence
ENSG00000180176	32203581,19519642,23537934,25558223,39974,7893377,25206716,10091611,36678536,32471089,27491309,17142832,10518586,20809526,19489498,27346608,33298969,25595674,23209637,20570658,31777229,7913740,2891784,25883632,1349211,16762325,29201184,8098254,38003434,12150782,37403226,9247319,24006664,17713852,31276794,9613851,16708545,25774182,22583428,12691607,26562783,26732803,18173149,31886432,7916375,22644539,24917201,30548446,21871902,21258896,31220543,16643317,18201550,30187283,21731658,34182056,35404932,20706756,10461926,19802627,23738148,36409355,29995172,1382801,37388445,36765267,30056575,27185167,22766137,32697044,12451130,29724574,29452071,25839107,339816,10925142,9812848,28299414,24604006,30537442,37821450,32632573,28413000,28969383,10945765,19318502,9592104,27173342,20184101,15684695,15717064,9626667,22483315,15500713,36330626,35672374,7703427,25678053,24690920,35741664,31704726,22294150,18085551,36939908,14673496,22083667,22583432,30690135,35460433,1979431,10845756,23271007,22483313,35973920,22483316,21951066,37329535,29722326,12835121,10955676,25337111,11263376,29449912,20423825,7600187,17471587,32064463,20637754,27389777,10462075,36371400,25206649,8543951,8103078,10940946,14622169,10648443,9171157,33570383,17920944,12133510,29037828,35732866,22285253,2575832,297626,16806115,32977825,28432010,22583431,22821000,7765296,23751361,28637176,23069581,21656370,31410011,22085607,22316420,23928705,36091443,36672037,26220523,37520739,25723595,36187296,31156781,32533070,26255701,37100804,24664141,30686985,32997292,32836217,25206503,22912680,34502283,31140977,36712539,37299465,38069360,32608035,23741377,1978260,8699255,26894626,17222562,15460397,18314273,35401116,26872440,28887039,12573054,26498265,36453676,37154338,36829818,10422881,468934,PPR578937,8096625,25069193,24054137,14597011,15353237,22242182,22583429,34865329,7518394,31463866,15305030,17683796,17482356,9665607,33559421,30601670,37634696,9622240,22815976,33734312,21920445,35616420,32410106,11086288,22265874,23106974,17286588,7925820,23403361,21304945,7842013,9754325,8577,22811697,1662813,25161608,19399512,10661862,17542619,15207325,34759448,27317298,36235835,10564358,38128890,29276478,23446007,17320073,9174245,10945767,1356749,18554807,2928345,27842305,16741673,8822146,37484689,586921,15484694,31056699,19289463,16252282,27915043,25722698,21943517,9822152,21475622,18279311,19091001,7595666,23105950,33991113,15384065,17319280,17053993,16533572,30669767,27430912,17803521,29315562,31857129,34125397,22659380,10616914,16310404,25883828,19559687,PPR25203,23707247,14651989,24093085,27830890,20360361,9359593,15144868,8677351,25230230,24341912,30121937,29626798,9126158,33309753,16485290,20594414,24410633,6109265,29198609,15059517,11793852,8635567,22719003,15744773,16157030,21983691,12658754,25770828,28332824,6107328,25843045,9399211,17576579,2554944,8889219,17932730,8935428,29027522,24948069,29558946,22272358,31243443,1355778,36613744,7151907,28506532,31325771,35300705,35305988,30808022,23152586,28352628,32825046,29076060,31357483,26572622,28799057,34635136,21541634,29031500,31745133,24381808,29885340,392088,36117765,25013293,33623004,37373089,25678793,24420496,34440476,1350074,25602957,23884810,20467894,35557834,12106111,25763840,10575026,36992407,30898652,33143272,29044808,34795566,33760024,36356043,35525527,33732138,16184189,29401731,21706374,21766003,1892359,37270842,36740977,34766658,10634236,19756365,31327002,23158567,34312932,30930745,1687823,32839416,22714400,12676374,29497361,29556177,26780950,17993752,27580818,24023797,37237884,19396395,7669103,9349551,35087379,15208081,9126172,33912043,18332041,27512998,38129644,34454545,29172009,36386158,24672633,30941019,37814439,26441550,34307464,31450955,36966421,33429895,29898654,35743179,35495601,22583430,29209166,31831628,21629440,36199545,18194458,25206697,32529115,17534949,21527781,20965169,1972853,22503003,28287127,32848620,22147192	OpenTargets
ENSG00000138794	22178911,25823427,28864531	OpenTargets
ENSG00000109320	26155470,36589679,31132685,19457134,23669642,31986466,33864663,22594105,20808797,34865329,33884689,20977765,32492291,34817756,33161109,34012933,35368305,15257133,37199240,34125470,31823227,25702964,25929185,37187936,36893901,25983275,12631585,34721431,31143184,37748570,31169185,32528295,33977962,32551381,30818064,36054693,34691027,31139367,37680624,PMC10481959,37210624,33543924,38276990,9207126,18000063,37859325,32410941,32800927,27981472,30485484,30880023,21603248,29311905,35547618,19865478,19583839,31293414,34755095,20211007,36090261,35721719,35182267,36187296,26490959,34446027,38034011,35529318,17368433,30507571,26365888,25190485,37810621,25886387,17701919,29670828,19027004,9920279,15336524,25398223,11299301,21663635,34601083,28672841,25025067,17268850,10737593,37189781,11208923,29983870,35983068,15777249,27465151,29154036,31915506,32031074,28017799,37759104,16397579,26124703,21210816,22915735,11228742,33029617,37074814,31048563,37626919,26827723,35282110,36039041,37207228,21831303,35794642,37896170,34721758,32457070,34488523,38143267,31010095,26733801,36142491,31100095,26824076,35974091,34863113,25176090,35630818,34992414,33754056,30857240,30941019,38261917,33101016,22212761,35506423,21858107,23318928,26502537,35046806,26937036,18430361,27309537,36613727,35615282,23766563,36160337,34827094,33096930,35616420,22028728,11303744,31957804,30098604,32608035,36106389,26788253,29207498	OpenTargets
ENSG00000121691	29610454,7492289,22288024,36577724,15946937,25322954,1122174,31827713,20958999,23105815,29669501,32394964,23620794,26884755,8895840,25036594,28912682,34360530,33371285,3380350,22475023,34204903,27017608,25836593,20394532,37394966,32625422,19119913,28063231,38172932,37296618,36304147,31747944,34388189,37717008,34572487,31261765,31753024,24237263,34522219,34436273,12910278,33224943,3587738,37605121,34165516,33691652,21182416,37009014,32724461,33035434,32019561,35462907,33753795,37206219,36671026,30404188,11994046,35204705,32264719,24573530,34089793	OpenTargets
ENSG00000185345	31660654,36478228,33029617,31282614,32059082,38059801,25238391,35923469,33424590,35640906,10377786,598666,29269392,23985028,17400506,15108293,20558392,22488424,33572534,20889486,25865804,16367892,22956510,14872018,36939793,30688256,21292769,32623547,34434164,36039535,23531835,34514401,11215568,23535647,25960264,24231739,33298969,30994895,29222404,17499497,24167364,30200940,10824074,37716354,34943897,33827825,35326504,PPR59139,33037272,26975375,29577677,18413468,9856485,16914382,29349575,37008698,17766365,21663383,34702310,12973932,24647965,36768317,31914925,PPR161436,29681024,25045378,20043906,14639672,18519021,12673578,34316600,12730996,15254940,15761265,16769863,29530980,29166608,27185595,23938054,36468052,25345844,31409571,15503153,32487612,19628420,23393160,26978505,31138137,37467322,20301651,20508036,12756135,PPR66367,32150829,37926948,37600423,27297116,18195004,25101677,32856414,36116557,17017531,23974709,35926449,26905201,16215938,30702579,21092386,25611507,29769545,19377297,16978147,36980871,16328510,23275044,10319889,19351622,23060438,27336715,36305379,15192821,35123805,15584030,27034887,19475582,12842030,32970363,12165399,33751372,20187240,17678648,19716418,18514563,17280783,15816865,30971883,20424582,16269266,17285542,24008413,PPR382490,12000718,25824034,20126262,22095653,12975291,16206665,37626726,15315343,10817951,29700116,11487208,23986421,12814656,24946862,27006626,37032388,11684352,29432724,27090516,PMC10452529,33154736,31255538,26245049,12044248,32688332,30692050,15635662,32035987,21760537,31344817,31587020,19330201,31180333,11248588,21176923,11470964,31237944,12584415,25145627,31308240,16840513,27590295,35789851,28366931,31927768,38309147,37023495,21625934,22777964,18188499,27798970,PPR791859,28765939,31324919,24005326,23770917,23750085,36432705,29311685,25907632,31386307,33468256,15090075,35454148,20126261,21173115,28281653,38239290,31900402,31991026,26121488,20171192,31512170,37438085,18020977,33819447,24355397,35919057,19692353,27077115,15576511,12362318,17353387,15325839,37161651,23930597,25849932,38069057,24582596,28688199,29079356,12058349,28523222,34717133,35994827,24029689,16643317,33177089,32035946,30512153,23823983,36519761,34638579,35812142,20571283,28620835,32379419,33373675,30050705,25628044,28724963,33312388,12548339,25583483,37811477,26627850,21996382,19196541,PPR705459,21209200,16227559,21034472,26626018,29568695,25815004,21668405,29644727,34564425,16606767,37760085,35654037,35242938,16793319,26188007,16767175,24532983,21731658,36884134,32151951,37454429,37029500,18387843,36657280,32108853,10888878,22813976,12116199,26760142,32677319,11590439,37890334,37790330,19348945,12629236,38101611,37151394,18068301,34912814,27267045,PPR155902,14976155,22445250,32169097,26746706,12270650,33029508,26683220,32971182,31647998,32647592,28435104,12220378,21584286,34146589,37309109,14987449,19909784,15229644,32388155,25833766,30099245,11580890,11468333,PMC10432609,28716221,32585871,30995519,29899409,33845304,17079513,17335904,PPR791122,26798503,33707392,31939095,10965160,16086186,15197707,22361577,37658959,18538324,15252205,22766139,21915905,37786907,10511432,20221696,25761903,36097120,17415800,24978049,21534944,21139416,23616242,28974925,16714300,32391545,32387897,31284683,28913705,24375549,26160424,24721425,29501959,15823482,37526897,14714215,28507507,21708898,30629163,11971093,20399249,32942015,32949666,36051887,24831986,12134640,26517048,31929871,22057787,27911343,37302428,35893043,20643691,25486126,25939424,36378485,15929093,26016408,26096686,23328674,20182943,11431533,16500134,19043545,23262240,20434937,32420915,23436552,19029340,15090472,358350,11558785,16672220,22011618,16672981,19672985,31358971,30707228,26626785,31672849,30911576,32863938,21655332,32444656,29529199,30099245,33922020,PPR460681,25939424,17553932,16227987,18987353,19734163,36781956,29561660,16511856,18541373,19214989,36891473,36979812,24391664,24691167,33685343,15596756,19946270,32625422,29665074,22373040,36941054,12928331,33471285,35191952,32596240,31068772,24928900,35690145,26992930,33019591,19617340,26251041,35491809,25861987,33634619,19966284,28744025,24250222,PMC5558577,37702172,32478681,32060339,27807026,11739749,26793099,12690660,18845538,25216678,28656059,33818904,23503661,22377733,23858059,16862145,24852371,36366737,20876472,PPR162364,20940148,26099628,27903732,35024585,37372391,22315472,12413654,24660806,35370740,29138676,31285534,14714215,22460798,28874874,32606744,36120545,25666615,27430567,PPR718656,17327227,26911690,11261512,18643794,25959826,31787745,23146297,15194120,27693468,17001874,10654303,18362144,12244082,PPR26528,32870915,16219675,31672849,12690311,36047447,21215313,19025616,12691660,30573687,19038850,31638087,29643990,32364493,27375772,35910227,17726045,32786404,24576094,21261943,31195749,12930822,24677602,37578274,31746776,23267366,36609403,23885787,37372124,37264311,30242232,33043010,23851663,33686350,21151574,33917666,33318422,27716287,14985362,PPR763312,24379352,22691499,27551434,28127307,23152496,34704599,27534820,35039479,35838500,34495738,34241790,11679592,17324265,33891013,12472897,20098416,21296869,28672806,28134239,28322724,32193420,35821807,15718234,28890930,36075566,31096927,36905164,29967542,17129379,36958772,18211709,25999313,29280217,19664232,26928937,34172715,23164820,33080816,27883053,30382133,12374768,22647713,17481813,29769545,32585989,28522833,32311122,37152446,24722279,35395825,31671648,33519679,15105460,33565245,19753093,25181484,25178379,28379402,36469690,30079069,15603737,20534808,34440215,31110043,16837855,16204351,26254304,30274236,23650379,34165550,15603730,30971883,36864664,34023381,30074231,23462481,29760428,20629119,26977249,28361483,28778978,34048689,26254305,12056932,34728675,28401475,35586047,21383081,33694021,26443844,15492001,25801171,31333417,33192535,21694720,37582956,21568911,37544925,32371905,30754623,22470424,29343804,21687634,36185574,29593482,18190519,21930938,27864321,18817813,21829596,26377470,22432004,22187934,34930907,26011561,31508359,25689131,27558669,33445687,21355049,29201272,16447759,29971063,32344852,24870025,33126429,28106473,23459986,25969707,35373701,30853892,22684243,29270193,20194754,19877238,PPR186399,22570702,24441041,14614460,14872018,32795422,38357851,29180628,23770887,25861797,37182812,36481701,38132101,25607607,30697141,25817512,20629119,31715428,31724300,32582983,29935546,34989313,34433563,28169962,30249595,33313093,27903732,28555614,24896179,37574181,21383066,30219582,29809156,32398756,31882005,28400800,19036992,30252570,17389931,31801089,PPR94004,21931693,34321320,31386307,23661642,17301052,28306509,24969022,30126833,12397156,21116127,33730565,37240373,16554120,31672549,28803490,37905059,36280265,37679297,27006626,23776368,35201480,19358826,19273858,21179058,21829392,33757554,23737459,33571581,PPR565699,21494699,25716315,37841347,32149395,19439422,28467897,31344817,18927607,21317980,16009007,12217636,18040862,24060625,18623069,29040870,28914586,11405814,26465922,37246868,36350063,27057479,15894486,38196269,34148057,23533695,30333975,28621812,26714584,34191248,32436106,26569220,34704535,24669296,25864468,31504668,20188730,26631732,31429726,15261877,35311891,36539848,PPR223169,37303175,34581802,29111184,35401929,22213678,10894217,26563499,37865376,35983068,34152608,9808335,33192488,20487284,28407791,22445249,26161729,32892694,31878357,PPR743059,16130151,31316206,18248624,33924963,16573651,27031963,PPR316066,27182553,12676955,17873367,31699368,19067348,26528125,29370689,12669418,31558697,20812868,34054428,33218272,34312939,36092697,19761607,21113145,12937272,36708254,21506149,14707326,10665491,16130111,11911988,36282767,18074639,33874883,15301585,15079034,10737637,28851515,33168089,25611391,28826884,12670421,11079537,26338420,28430587,29682760,19597829,15262735,26839319,22166450,28053803,24060625,26550693,32825242,22420831,22401743,35466694,27443527,PPR536116,21194381,35118415,28455958,33641237,24878071,35691026,26322138,10319893,35921164,16456791,24955028,PPR60682,34612485,19526072,30376466,16973374,29845787,28254618,34386501,33107659,24794858,25404955,19198094,27907896,32766245,22398207,10599851,26743617,21466165,36290790,15287506,36744187,22657837,15642918,20625164,27038755,33029508,11241385,24842103,12618056,20483372,33751372,35114397,28848400,25689424,27455133,26161534,36358952,27345367,21941841,10824074,35216290,32972199,31413265,37142218,30404819,17467279,17251065,18335262,27011622,16092945,25136611,19074146,32373609,33964139,33981707,17299411,25612006,22704341,23767969,29732320,33066461,22872702,31195688,34844982,33724294,31143437,24452335,26218671,19845000,18295750,29337137,19636047,19218498,22970411,28224479,30081712,25790475,25979357,31753025,35692579,28689991,33581113,36768184,36499644,18823048,34328686,19229105,24569479,37190052,32054635,14680807,36050738,27089984,26831335,15632191,31745481,32427312,36518382,22888453,23251443,31464647,24339771,34158416,31191442,33772156,32433683,25673805,29981809,18474101,23055502,28038320,27148961,32107274,32587855,16622854,33066144,11839750,28862956,33671362,36916678,29130884,31229841,17883392,26364802,36791199,34062393,25980689,27308453,24946738,26935103,12963044,30840666,35664430,36090037,20629119,38256961,33514811,16278233,34298012,28441456,17329252,31948106,PPR725555,33895538,19405094,24688734,PPR113775,32484300,PMC10136645,24199161,25712550,23307929,21177257,23958438,20026656,25284222,37958822,25887117,25028670,34798798,27765935,20396491,14991825,PPR9818,19369489,24865853,28357325,19880420,31755616,18936941,14663185,35378365,32635197,15896322,23361001,17472700,34177453,34887928,27852436,21753002,24800761,25888134,23388203,PPR660172,29132128,29367643,34605225,17412759,35832194,29068134,25862246,36553064,22737587,31091796,15189352,29089398,29535370,25029497,18671761,17187375,29805774,37941028,18213395,21606204,37302569,37582956,27548222,11588587,21613270,28211874,PPR306310,33070427,25810907,30446597,31872111,21151618,24176932,25734985,35233680,19793721,16316656,32968089,26742768,17687034,29951054,12917442,34566699,26415234,29892159,PPR790202,37449534,25379658,34423297,36625039,32080200,35453534,25215947,22687462,20398440,18378882,23448667,24669205,17415800,28201773,22233331,33085661,36504076,20195527,34943897,29326646,36613556,24312598,28438176,25456142,12686385,18823048,24625979,38276234,17465879,30674338,35008836,37405477,21856206,22081612,21322020,34445229,24278249,28541509,32274386,PMC10219150,35256949,31156446,25640678,33937342,26162776,24192653,16087916,28626500,33716707,35768426,23313576,35754955,36980235,26611876,18704525,18561034,19229298,24970131,35455950,23482650,23123778,33343399,34030727,19800834,20064468,35579911,37626880,27334109,37185280,22388932,34915361,25824528,38287905,15450083,PPR676757,21993715,21731734,24949430,36570531,37083624,19703660,30728463,28848050,33353117,21884569,16049031,34885088,36810730,37056928,28319066,24749734,32969543,21734494,27551448,36277484,PPR807174,28830306,37508548,22841634,31214610,12692130,21993715,29563863,24613933,15728840,29269645,20301651,31229895,22280891,19033459,37759433,28536620,24023840,17934880,35363524,37808204,37626558,PPR455917,37374029,PPR240827,36600217,28433685,15136695,22204976,27019000,PPR63958,32318018,38049180,33810506,32854198,30011838,34967891,36337696,25653314,20118996,33339339,26116755,28007983,31487305,16367892,18586549,23990477,36891473,26942905,28395174,20625164,19754925,27329585,26268247,23727886,19814798,32912324,16826604,19228951,32494688,33291077,36052160,17519329,33841314,30290401,30116885,10976934,15684050,19162522,28340952,28782874,34422828,14506261,27754761,24532983,19760259,18957282,36551198,36164446,35431771,22666358,34676411,30705506,32864185,35003622,33888730,32029507,19084014,36072790,24751806,27066542,23087837,32454791,15300670,34531871,PPR517502,33374314,19306499,24572252,26862208,33946990,33915675,37060999,21408142,35561458,34225732,24926233,16455660,35693588,32293245,32164721,26064418,30857122,27455133,23626584,30885942,25816335,37366140,38276291,30859632,19214605,25963948,PPR807179,38293184,16175160,28698482,37224250,29290944,23857542,21504582,36232745,17654607,31487745,25455860,27983699,16941654,35076500,31412778,30254716,28366191,27597885,12665672,16135753,26106291,PPR690584,25988385,19579663,37410705,34830487,25849928,27776828,19638420,21954064,23211569,26245297,28411887,22523156,27824727,26626785,34228161,36986196,28361482,21454557,22378780,27080313,14559152,25302704,31082435,34367142,34440645,16150055,35970890,35874823,18799731,37923712,24485851,35838331,25404737,17761553,30428561,23453807,27191603,29847632,36691076,10072423,21378310,33869224,34867205,PPR383438,28962651,26010263,17352347,27064726,36833427,31846738,24710422,36926679,15266615,37977223,22271254,24455416,20604804,36366400,30571694,26550569,22200450,35327659,30573668,17563249,PPR169187,35269772,24878071,37288744,19694908,36899899,22993228,PPR610804,28166452,32085474,26194071,22314364,29143608,20644651,26146385,38041584,33003463,30513825,32876563,28261213,11029628,21757540,12784265,32795938,22302706,27091487,34943897,29955050,16597723,25624821,36379251,11999903,15090472,16401616,34767452,35954270,PPR732027,35053314,35706047,29054108,28109117,33527027,27446249,26011561,33816476,34805224,35776705,29971019,32405172,19679562,29112159,25822020,25257172,22482450,33352783,21205674,12606243,36565718	OpenTargets
ENSG00000172115	35754951,25558224,27884192,19351880,24768735,34440215,11062251,10506125,29465556,31065234,33177089,34924996,20594414,15659220,29267236,32273339,32977469,34722017,26064418,29479521	OpenTargets
ENSG00000233276	ppr393667,30998939,18853169,33494071,22701605,33359022,33803434,21629698	OpenTargets
